Date,Donor Country,Aid Type,Value (USD),Description,Source
2024-05-04,UK,Humanitarian,16147815,Aid package for Ukraine,Simulated
2024-05-05,Canada,Humanitarian,42500624,Aid package for Ukraine,Simulated
2024-05-06,Germany,Financial,32270859,Aid package for Ukraine,Simulated
2024-05-07,UK,Military,93080545,Aid package for Ukraine,Simulated
2024-05-08,UK,Humanitarian,72880080,Aid package for Ukraine,Simulated
2024-05-09,Canada,Military,93679978,Aid package for Ukraine,Simulated
2024-05-10,USA,Military,44566314,Aid package for Ukraine,Simulated
2024-05-11,France,Financial,95625733,Aid package for Ukraine,Simulated
2024-05-12,Canada,Military,95133081,Aid package for Ukraine,Simulated
2024-05-13,UK,Military,54309597,Aid package for Ukraine,Simulated
2024-05-14,Canada,Military,16764124,Aid package for Ukraine,Simulated
2024-05-15,Canada,Military,20661415,Aid package for Ukraine,Simulated
2024-05-16,France,Military,14870540,Aid package for Ukraine,Simulated
2024-05-17,UK,Financial,30657301,Aid package for Ukraine,Simulated
2024-05-18,UK,Military,48610839,Aid package for Ukraine,Simulated
2024-05-19,Germany,Humanitarian,26668989,Aid package for Ukraine,Simulated
2024-05-20,France,Humanitarian,3422220,Aid package for Ukraine,Simulated
2024-05-21,UK,Military,31425194,Aid package for Ukraine,Simulated
2024-05-22,Canada,Military,14780342,Aid package for Ukraine,Simulated
2024-05-23,France,Humanitarian,75945704,Aid package for Ukraine,Simulated
2024-05-24,Germany,Financial,12929328,Aid package for Ukraine,Simulated
2024-05-25,UK,Humanitarian,31037407,Aid package for Ukraine,Simulated
2024-05-26,UK,Financial,77700860,Aid package for Ukraine,Simulated
2024-05-27,USA,Humanitarian,18129036,Aid package for Ukraine,Simulated
2024-05-28,France,Military,27997956,Aid package for Ukraine,Simulated
2024-05-29,Germany,Humanitarian,42274756,Aid package for Ukraine,Simulated
2024-05-30,Germany,Humanitarian,2842156,Aid package for Ukraine,Simulated
2024-05-31,Canada,Financial,17474522,Aid package for Ukraine,Simulated
2024-06-01,UK,Financial,69774187,Aid package for Ukraine,Simulated
2024-06-02,France,Humanitarian,96943620,Aid package for Ukraine,Simulated
2024-06-03,Canada,Humanitarian,53785492,Aid package for Ukraine,Simulated
2024-06-04,UK,Financial,46904725,Aid package for Ukraine,Simulated
2024-06-05,Germany,Military,93527314,Aid package for Ukraine,Simulated
2024-06-06,Germany,Financial,17579882,Aid package for Ukraine,Simulated
2024-06-07,Canada,Financial,13488563,Aid package for Ukraine,Simulated
2024-06-08,Canada,Financial,89452049,Aid package for Ukraine,Simulated
2024-06-09,UK,Financial,28578145,Aid package for Ukraine,Simulated
2024-06-10,Canada,Humanitarian,2710209,Aid package for Ukraine,Simulated
2024-06-11,UK,Humanitarian,34600349,Aid package for Ukraine,Simulated
2024-06-12,France,Military,10057832,Aid package for Ukraine,Simulated
2024-06-13,France,Military,37834341,Aid package for Ukraine,Simulated
2024-06-14,France,Financial,78191338,Aid package for Ukraine,Simulated
2024-06-15,France,Financial,37688644,Aid package for Ukraine,Simulated
2024-06-16,Germany,Humanitarian,50256890,Aid package for Ukraine,Simulated
2024-06-17,France,Humanitarian,31162525,Aid package for Ukraine,Simulated
2024-06-18,UK,Financial,72842897,Aid package for Ukraine,Simulated
2024-06-19,USA,Humanitarian,72639413,Aid package for Ukraine,Simulated
2024-06-20,USA,Humanitarian,90892124,Aid package for Ukraine,Simulated
2024-06-21,Germany,Military,75596037,Aid package for Ukraine,Simulated
2024-06-22,Germany,Humanitarian,50144539,Aid package for Ukraine,Simulated
2024-06-23,Canada,Financial,78166211,Aid package for Ukraine,Simulated
2024-06-24,UK,Military,32389468,Aid package for Ukraine,Simulated
2024-06-25,France,Financial,98697583,Aid package for Ukraine,Simulated
2024-06-26,Germany,Humanitarian,26455609,Aid package for Ukraine,Simulated
2024-06-27,UK,Financial,44530291,Aid package for Ukraine,Simulated
2024-06-28,Germany,Financial,63924150,Aid package for Ukraine,Simulated
2024-06-29,Canada,Financial,58427504,Aid package for Ukraine,Simulated
2024-06-30,France,Humanitarian,81121011,Aid package for Ukraine,Simulated
2024-07-01,UK,Military,82873432,Aid package for Ukraine,Simulated
2024-07-02,USA,Humanitarian,74458758,Aid package for Ukraine,Simulated
2024-07-03,USA,Financial,24040930,Aid package for Ukraine,Simulated
2024-07-04,UK,Military,90064387,Aid package for Ukraine,Simulated
2024-07-05,Germany,Military,7669386,Aid package for Ukraine,Simulated
2024-07-06,UK,Military,3259197,Aid package for Ukraine,Simulated
2024-07-07,USA,Military,11305306,Aid package for Ukraine,Simulated
2024-07-08,Canada,Humanitarian,69970686,Aid package for Ukraine,Simulated
2024-07-09,France,Financial,46209546,Aid package for Ukraine,Simulated
2024-07-10,Canada,Humanitarian,70167065,Aid package for Ukraine,Simulated
2024-07-11,UK,Humanitarian,93449522,Aid package for Ukraine,Simulated
2024-07-12,UK,Military,51817498,Aid package for Ukraine,Simulated
2024-07-13,Canada,Financial,72050443,Aid package for Ukraine,Simulated
2024-07-14,UK,Humanitarian,14579567,Aid package for Ukraine,Simulated
2024-07-15,USA,Humanitarian,99988020,Aid package for Ukraine,Simulated
2024-07-16,USA,Humanitarian,73626374,Aid package for Ukraine,Simulated
2024-07-17,UK,Financial,69619224,Aid package for Ukraine,Simulated
2024-07-18,UK,Financial,51686282,Aid package for Ukraine,Simulated
2024-07-19,Canada,Humanitarian,40241979,Aid package for Ukraine,Simulated
2024-07-20,USA,Military,7201012,Aid package for Ukraine,Simulated
2024-07-21,Germany,Military,23677804,Aid package for Ukraine,Simulated
2024-07-22,France,Financial,37971395,Aid package for Ukraine,Simulated
2024-07-23,UK,Humanitarian,16619622,Aid package for Ukraine,Simulated
2024-07-24,USA,Military,19539675,Aid package for Ukraine,Simulated
2024-07-25,France,Military,98274684,Aid package for Ukraine,Simulated
2024-07-26,UK,Humanitarian,42045708,Aid package for Ukraine,Simulated
2024-07-27,USA,Military,97017366,Aid package for Ukraine,Simulated
2024-07-28,Canada,Financial,35095684,Aid package for Ukraine,Simulated
2024-07-29,UK,Military,21768005,Aid package for Ukraine,Simulated
2024-07-30,UK,Humanitarian,57597945,Aid package for Ukraine,Simulated
2024-07-31,France,Humanitarian,35090902,Aid package for Ukraine,Simulated
2024-08-01,UK,Military,32404549,Aid package for Ukraine,Simulated
2024-08-02,France,Financial,34728502,Aid package for Ukraine,Simulated
2024-08-03,USA,Military,28091732,Aid package for Ukraine,Simulated
2024-08-04,Canada,Humanitarian,35068949,Aid package for Ukraine,Simulated
2024-08-05,USA,Humanitarian,11688141,Aid package for Ukraine,Simulated
2024-08-06,UK,Financial,96462733,Aid package for Ukraine,Simulated
2024-08-07,France,Humanitarian,75416407,Aid package for Ukraine,Simulated
2024-08-08,UK,Military,25445524,Aid package for Ukraine,Simulated
2024-08-09,UK,Financial,81560056,Aid package for Ukraine,Simulated
2024-08-10,France,Humanitarian,6830557,Aid package for Ukraine,Simulated
2024-08-11,France,Military,70304922,Aid package for Ukraine,Simulated
2024-08-12,Canada,Humanitarian,3734700,Aid package for Ukraine,Simulated
2024-08-13,France,Humanitarian,50395243,Aid package for Ukraine,Simulated
2024-08-14,USA,Financial,80541636,Aid package for Ukraine,Simulated
2024-08-15,France,Financial,4482959,Aid package for Ukraine,Simulated
2024-08-16,Canada,Financial,42456303,Aid package for Ukraine,Simulated
2024-08-17,Canada,Humanitarian,49470234,Aid package for Ukraine,Simulated
2024-08-18,France,Financial,8592412,Aid package for Ukraine,Simulated
2024-08-19,USA,Financial,62520726,Aid package for Ukraine,Simulated
2024-08-20,Germany,Humanitarian,94358007,Aid package for Ukraine,Simulated
2024-08-21,USA,Humanitarian,71861659,Aid package for Ukraine,Simulated
2024-08-22,Germany,Military,94599990,Aid package for Ukraine,Simulated
2024-08-23,France,Military,79853360,Aid package for Ukraine,Simulated
2024-08-24,Germany,Military,8447104,Aid package for Ukraine,Simulated
2024-08-25,France,Financial,7697788,Aid package for Ukraine,Simulated
2024-08-26,USA,Humanitarian,7610478,Aid package for Ukraine,Simulated
2024-08-27,USA,Financial,90465038,Aid package for Ukraine,Simulated
2024-08-28,Canada,Humanitarian,22782689,Aid package for Ukraine,Simulated
2024-08-29,France,Humanitarian,46190910,Aid package for Ukraine,Simulated
2024-08-30,UK,Humanitarian,75609389,Aid package for Ukraine,Simulated
2024-08-31,France,Military,82390443,Aid package for Ukraine,Simulated
2024-09-01,Canada,Humanitarian,46067198,Aid package for Ukraine,Simulated
2024-09-02,Germany,Financial,43256901,Aid package for Ukraine,Simulated
2024-09-03,Canada,Financial,55095096,Aid package for Ukraine,Simulated
2024-09-04,USA,Military,55157927,Aid package for Ukraine,Simulated
2024-09-05,Canada,Military,60592899,Aid package for Ukraine,Simulated
2024-09-06,France,Financial,82730235,Aid package for Ukraine,Simulated
2024-09-07,USA,Humanitarian,72959314,Aid package for Ukraine,Simulated
2024-09-08,France,Military,49152496,Aid package for Ukraine,Simulated
2024-09-09,USA,Financial,37512607,Aid package for Ukraine,Simulated
2024-09-10,Canada,Financial,12312357,Aid package for Ukraine,Simulated
2024-09-11,USA,Financial,52039149,Aid package for Ukraine,Simulated
2024-09-12,Canada,Military,28866664,Aid package for Ukraine,Simulated
2024-09-13,USA,Military,99024415,Aid package for Ukraine,Simulated
2024-09-14,USA,Humanitarian,41189987,Aid package for Ukraine,Simulated
2024-09-15,Germany,Financial,79834048,Aid package for Ukraine,Simulated
2024-09-16,Canada,Military,15720301,Aid package for Ukraine,Simulated
2024-09-17,UK,Humanitarian,53364911,Aid package for Ukraine,Simulated
2024-09-18,Canada,Humanitarian,47022498,Aid package for Ukraine,Simulated
2024-09-19,UK,Financial,18202297,Aid package for Ukraine,Simulated
2024-09-20,USA,Financial,54080891,Aid package for Ukraine,Simulated
2024-09-21,Canada,Military,35343156,Aid package for Ukraine,Simulated
2024-09-22,Canada,Humanitarian,11235511,Aid package for Ukraine,Simulated
2024-09-23,France,Financial,26680486,Aid package for Ukraine,Simulated
2024-09-24,France,Financial,95096157,Aid package for Ukraine,Simulated
2024-09-25,Canada,Humanitarian,35709761,Aid package for Ukraine,Simulated
2024-09-26,Germany,Financial,48041962,Aid package for Ukraine,Simulated
2024-09-27,Germany,Humanitarian,13450448,Aid package for Ukraine,Simulated
2024-09-28,USA,Financial,12705910,Aid package for Ukraine,Simulated
2024-09-29,France,Financial,90409890,Aid package for Ukraine,Simulated
2024-09-30,Germany,Financial,55628688,Aid package for Ukraine,Simulated
2024-10-01,UK,Financial,47629156,Aid package for Ukraine,Simulated
2024-10-02,UK,Humanitarian,92596635,Aid package for Ukraine,Simulated
2024-10-03,USA,Military,13080501,Aid package for Ukraine,Simulated
2024-10-04,Germany,Military,70272318,Aid package for Ukraine,Simulated
2024-10-05,Germany,Financial,88322705,Aid package for Ukraine,Simulated
2024-10-06,UK,Humanitarian,99597066,Aid package for Ukraine,Simulated
2024-10-07,USA,Humanitarian,33510153,Aid package for Ukraine,Simulated
2024-10-08,UK,Financial,35639168,Aid package for Ukraine,Simulated
2024-10-09,France,Humanitarian,96943013,Aid package for Ukraine,Simulated
2024-10-10,Canada,Military,85659831,Aid package for Ukraine,Simulated
2024-10-11,Canada,Military,87026143,Aid package for Ukraine,Simulated
2024-10-12,USA,Financial,38047416,Aid package for Ukraine,Simulated
2024-10-13,Germany,Military,11876724,Aid package for Ukraine,Simulated
2024-10-14,Germany,Financial,42057931,Aid package for Ukraine,Simulated
2024-10-15,Canada,Financial,34275052,Aid package for Ukraine,Simulated
2024-10-16,France,Humanitarian,24963069,Aid package for Ukraine,Simulated
2024-10-17,France,Financial,13260887,Aid package for Ukraine,Simulated
2024-10-18,France,Financial,96703258,Aid package for Ukraine,Simulated
2024-10-19,Canada,Financial,68961450,Aid package for Ukraine,Simulated
2024-10-20,USA,Humanitarian,89158952,Aid package for Ukraine,Simulated
2024-10-21,Germany,Financial,68726951,Aid package for Ukraine,Simulated
2024-10-22,France,Military,62996324,Aid package for Ukraine,Simulated
2024-10-23,UK,Military,63951674,Aid package for Ukraine,Simulated
2024-10-24,UK,Humanitarian,63214504,Aid package for Ukraine,Simulated
2024-10-25,Canada,Military,61250667,Aid package for Ukraine,Simulated
2024-10-26,USA,Military,72183195,Aid package for Ukraine,Simulated
2024-10-27,USA,Humanitarian,47693721,Aid package for Ukraine,Simulated
2024-10-28,Germany,Financial,61862497,Aid package for Ukraine,Simulated
2024-10-29,France,Military,81189871,Aid package for Ukraine,Simulated
2024-10-30,Canada,Humanitarian,78997267,Aid package for Ukraine,Simulated
2024-10-31,UK,Financial,79301661,Aid package for Ukraine,Simulated
2024-11-01,USA,Financial,98384450,Aid package for Ukraine,Simulated
2024-11-02,Canada,Military,37257649,Aid package for Ukraine,Simulated
2024-11-03,Canada,Humanitarian,78209503,Aid package for Ukraine,Simulated
2024-11-04,Germany,Humanitarian,4998469,Aid package for Ukraine,Simulated
2024-11-05,UK,Humanitarian,70530828,Aid package for Ukraine,Simulated
2024-11-06,UK,Military,13997110,Aid package for Ukraine,Simulated
2024-11-07,Canada,Humanitarian,10048049,Aid package for Ukraine,Simulated
2024-11-08,Canada,Financial,15238216,Aid package for Ukraine,Simulated
2024-11-09,Canada,Humanitarian,67007177,Aid package for Ukraine,Simulated
2024-11-10,Germany,Military,84356586,Aid package for Ukraine,Simulated
2024-11-11,Germany,Humanitarian,78721779,Aid package for Ukraine,Simulated
2024-11-12,USA,Military,22889526,Aid package for Ukraine,Simulated
2024-11-13,Germany,Military,90252471,Aid package for Ukraine,Simulated
2024-11-14,France,Humanitarian,47442031,Aid package for Ukraine,Simulated
2024-11-15,USA,Financial,46401471,Aid package for Ukraine,Simulated
2024-11-16,UK,Military,18866295,Aid package for Ukraine,Simulated
2024-11-17,Canada,Humanitarian,30890965,Aid package for Ukraine,Simulated
2024-11-18,Germany,Financial,64855769,Aid package for Ukraine,Simulated
2024-11-19,USA,Humanitarian,63360218,Aid package for Ukraine,Simulated
2024-11-20,UK,Humanitarian,99398164,Aid package for Ukraine,Simulated
2024-11-21,UK,Military,58762014,Aid package for Ukraine,Simulated
2024-11-22,USA,Military,87575019,Aid package for Ukraine,Simulated
2024-11-23,USA,Military,68697420,Aid package for Ukraine,Simulated
2024-11-24,UK,Financial,98763417,Aid package for Ukraine,Simulated
2024-11-25,Germany,Military,76817903,Aid package for Ukraine,Simulated
2024-11-26,UK,Military,32142091,Aid package for Ukraine,Simulated
2024-11-27,Canada,Military,49339688,Aid package for Ukraine,Simulated
2024-11-28,UK,Military,83134173,Aid package for Ukraine,Simulated
2024-11-29,Germany,Military,2712674,Aid package for Ukraine,Simulated
2024-11-30,USA,Military,85117099,Aid package for Ukraine,Simulated
2024-12-01,UK,Financial,28172575,Aid package for Ukraine,Simulated
2024-12-02,UK,Humanitarian,82730265,Aid package for Ukraine,Simulated
2024-12-03,Germany,Humanitarian,87500355,Aid package for Ukraine,Simulated
2024-12-04,UK,Military,86869978,Aid package for Ukraine,Simulated
2024-12-05,UK,Financial,39936577,Aid package for Ukraine,Simulated
2024-12-06,Germany,Financial,59872937,Aid package for Ukraine,Simulated
2024-12-07,USA,Military,2390768,Aid package for Ukraine,Simulated
2024-12-08,UK,Humanitarian,71211846,Aid package for Ukraine,Simulated
2024-12-09,Canada,Humanitarian,6271313,Aid package for Ukraine,Simulated
2024-12-10,Canada,Military,48714569,Aid package for Ukraine,Simulated
2024-12-11,USA,Humanitarian,85503317,Aid package for Ukraine,Simulated
2024-12-12,Canada,Humanitarian,30420825,Aid package for Ukraine,Simulated
2024-12-13,Canada,Humanitarian,29686116,Aid package for Ukraine,Simulated
2024-12-14,UK,Financial,96069310,Aid package for Ukraine,Simulated
2024-12-15,France,Financial,51685333,Aid package for Ukraine,Simulated
2024-12-16,Canada,Military,37104119,Aid package for Ukraine,Simulated
2024-12-17,France,Humanitarian,41687939,Aid package for Ukraine,Simulated
2024-12-18,Germany,Financial,78303467,Aid package for Ukraine,Simulated
2024-12-19,France,Humanitarian,37627404,Aid package for Ukraine,Simulated
2024-12-20,France,Financial,16159873,Aid package for Ukraine,Simulated
2024-12-21,Germany,Financial,3701728,Aid package for Ukraine,Simulated
2024-12-22,France,Financial,46251245,Aid package for Ukraine,Simulated
2024-12-23,Canada,Financial,7992013,Aid package for Ukraine,Simulated
2024-12-24,UK,Financial,91702400,Aid package for Ukraine,Simulated
2024-12-25,Canada,Humanitarian,82072700,Aid package for Ukraine,Simulated
2024-12-26,Canada,Military,15446922,Aid package for Ukraine,Simulated
2024-12-27,Canada,Financial,37733937,Aid package for Ukraine,Simulated
2024-12-28,Germany,Military,48281545,Aid package for Ukraine,Simulated
2024-12-29,Canada,Military,33487066,Aid package for Ukraine,Simulated
2024-12-30,Germany,Military,78347674,Aid package for Ukraine,Simulated
2024-12-31,UK,Humanitarian,75299197,Aid package for Ukraine,Simulated
2025-01-01,USA,Military,24464769,Aid package for Ukraine,Simulated
2025-01-02,UK,Military,70776202,Aid package for Ukraine,Simulated
2025-01-03,France,Humanitarian,78933728,Aid package for Ukraine,Simulated
2025-01-04,Germany,Financial,44340459,Aid package for Ukraine,Simulated
2025-01-05,France,Financial,63818471,Aid package for Ukraine,Simulated
2025-01-06,UK,Humanitarian,69570192,Aid package for Ukraine,Simulated
2025-01-07,France,Military,76383100,Aid package for Ukraine,Simulated
2025-01-08,Canada,Military,27260900,Aid package for Ukraine,Simulated
2025-01-09,UK,Humanitarian,71151219,Aid package for Ukraine,Simulated
2025-01-10,France,Financial,14654733,Aid package for Ukraine,Simulated
2025-01-11,Canada,Military,28576356,Aid package for Ukraine,Simulated
2025-01-12,UK,Financial,29848291,Aid package for Ukraine,Simulated
2025-01-13,France,Military,17105180,Aid package for Ukraine,Simulated
2025-01-14,Canada,Humanitarian,28081934,Aid package for Ukraine,Simulated
2025-01-15,Canada,Humanitarian,66141999,Aid package for Ukraine,Simulated
2025-01-16,Germany,Military,90441432,Aid package for Ukraine,Simulated
2025-01-17,UK,Humanitarian,5288525,Aid package for Ukraine,Simulated
2025-01-18,USA,Military,56622384,Aid package for Ukraine,Simulated
2025-01-19,Germany,Financial,18145803,Aid package for Ukraine,Simulated
2025-01-20,UK,Humanitarian,67473901,Aid package for Ukraine,Simulated
2025-01-21,Canada,Military,33303827,Aid package for Ukraine,Simulated
2025-01-22,Germany,Humanitarian,90069146,Aid package for Ukraine,Simulated
2025-01-23,Germany,Military,60666401,Aid package for Ukraine,Simulated
2025-01-24,Canada,Financial,42246601,Aid package for Ukraine,Simulated
2025-01-25,UK,Humanitarian,28093946,Aid package for Ukraine,Simulated
2025-01-26,France,Military,88370717,Aid package for Ukraine,Simulated
2025-01-27,Canada,Financial,87805968,Aid package for Ukraine,Simulated
2025-01-28,Canada,Humanitarian,26923890,Aid package for Ukraine,Simulated
2025-01-29,Canada,Military,33732366,Aid package for Ukraine,Simulated
2025-01-30,France,Financial,18639220,Aid package for Ukraine,Simulated
2025-01-31,France,Financial,10597342,Aid package for Ukraine,Simulated
2025-02-01,France,Military,71722588,Aid package for Ukraine,Simulated
2025-02-02,Germany,Financial,16646828,Aid package for Ukraine,Simulated
2025-02-03,USA,Humanitarian,23576892,Aid package for Ukraine,Simulated
2025-02-04,Germany,Financial,61028087,Aid package for Ukraine,Simulated
2025-02-05,USA,Financial,94683839,Aid package for Ukraine,Simulated
2025-02-06,USA,Financial,28556714,Aid package for Ukraine,Simulated
2025-02-07,France,Financial,18391356,Aid package for Ukraine,Simulated
2025-02-08,USA,Financial,76913807,Aid package for Ukraine,Simulated
2025-02-09,Germany,Humanitarian,55743415,Aid package for Ukraine,Simulated
2025-02-10,UK,Military,47869542,Aid package for Ukraine,Simulated
2025-02-11,France,Humanitarian,88678626,Aid package for Ukraine,Simulated
2025-02-12,Canada,Humanitarian,75496003,Aid package for Ukraine,Simulated
2025-02-13,France,Humanitarian,12399812,Aid package for Ukraine,Simulated
2025-02-14,France,Military,44146126,Aid package for Ukraine,Simulated
2025-02-15,Germany,Financial,10755033,Aid package for Ukraine,Simulated
2025-02-16,France,Financial,96439274,Aid package for Ukraine,Simulated
2025-02-17,UK,Humanitarian,2928052,Aid package for Ukraine,Simulated
2025-02-18,Germany,Humanitarian,54755928,Aid package for Ukraine,Simulated
2025-02-19,USA,Military,73004319,Aid package for Ukraine,Simulated
2025-02-20,Germany,Financial,46153736,Aid package for Ukraine,Simulated
2025-02-21,Germany,Military,31881924,Aid package for Ukraine,Simulated
2025-02-22,Germany,Financial,94476656,Aid package for Ukraine,Simulated
2025-02-23,Canada,Humanitarian,12809732,Aid package for Ukraine,Simulated
2025-02-24,USA,Military,5291048,Aid package for Ukraine,Simulated
2025-02-25,UK,Military,64584231,Aid package for Ukraine,Simulated
2025-02-26,Canada,Financial,31382721,Aid package for Ukraine,Simulated
2025-02-27,France,Humanitarian,2896722,Aid package for Ukraine,Simulated
2025-02-28,France,Humanitarian,91272889,Aid package for Ukraine,Simulated
2025-03-01,USA,Financial,23655130,Aid package for Ukraine,Simulated
2025-03-02,Canada,Financial,92661281,Aid package for Ukraine,Simulated
2025-03-03,USA,Humanitarian,91782385,Aid package for Ukraine,Simulated
2025-03-04,France,Humanitarian,67891868,Aid package for Ukraine,Simulated
2025-03-05,Canada,Military,18762756,Aid package for Ukraine,Simulated
2025-03-06,UK,Humanitarian,14429807,Aid package for Ukraine,Simulated
2025-03-07,UK,Financial,56793364,Aid package for Ukraine,Simulated
2025-03-08,USA,Military,16568915,Aid package for Ukraine,Simulated
2025-03-09,Germany,Military,11976563,Aid package for Ukraine,Simulated
2025-03-10,USA,Humanitarian,92043403,Aid package for Ukraine,Simulated
2025-03-11,UK,Military,58257639,Aid package for Ukraine,Simulated
2025-03-12,UK,Military,82088448,Aid package for Ukraine,Simulated
2025-03-13,Canada,Humanitarian,13941468,Aid package for Ukraine,Simulated
2025-03-14,Germany,Financial,91361412,Aid package for Ukraine,Simulated
2025-03-15,Germany,Financial,81300303,Aid package for Ukraine,Simulated
2025-03-16,USA,Financial,29875966,Aid package for Ukraine,Simulated
2025-03-17,UK,Military,52766613,Aid package for Ukraine,Simulated
2025-03-18,Canada,Military,30790369,Aid package for Ukraine,Simulated
2025-03-19,USA,Military,30998889,Aid package for Ukraine,Simulated
2025-03-20,France,Financial,93058709,Aid package for Ukraine,Simulated
2025-03-21,Canada,Humanitarian,83319021,Aid package for Ukraine,Simulated
2025-03-22,Canada,Military,42533467,Aid package for Ukraine,Simulated
2025-03-23,UK,Military,36737353,Aid package for Ukraine,Simulated
2025-03-24,UK,Military,76087710,Aid package for Ukraine,Simulated
2025-03-25,UK,Military,80493816,Aid package for Ukraine,Simulated
2025-03-26,USA,Military,59819151,Aid package for Ukraine,Simulated
2025-03-27,Germany,Financial,27969185,Aid package for Ukraine,Simulated
2025-03-28,UK,Humanitarian,94545717,Aid package for Ukraine,Simulated
2025-03-29,Canada,Financial,97941723,Aid package for Ukraine,Simulated
2025-03-30,UK,Humanitarian,10296521,Aid package for Ukraine,Simulated
2025-03-31,USA,Humanitarian,16793671,Aid package for Ukraine,Simulated
2025-04-01,France,Humanitarian,29646300,Aid package for Ukraine,Simulated
2025-04-02,France,Military,97437345,Aid package for Ukraine,Simulated
2025-04-03,France,Military,41606771,Aid package for Ukraine,Simulated
2025-04-04,UK,Humanitarian,75183284,Aid package for Ukraine,Simulated
2025-04-05,USA,Military,4701534,Aid package for Ukraine,Simulated
2025-04-06,France,Military,3454815,Aid package for Ukraine,Simulated
2025-04-07,France,Military,37851129,Aid package for Ukraine,Simulated
2025-04-08,Germany,Military,39480661,Aid package for Ukraine,Simulated
2025-04-09,USA,Financial,39007108,Aid package for Ukraine,Simulated
2025-04-10,France,Financial,25053179,Aid package for Ukraine,Simulated
2025-04-11,France,Military,7187756,Aid package for Ukraine,Simulated
2025-04-12,Germany,Humanitarian,44405504,Aid package for Ukraine,Simulated
2025-04-13,USA,Military,21393043,Aid package for Ukraine,Simulated
2025-04-14,UK,Humanitarian,32162651,Aid package for Ukraine,Simulated
2025-04-15,Canada,Financial,21997533,Aid package for Ukraine,Simulated
2025-04-16,UK,Military,54930366,Aid package for Ukraine,Simulated
2025-04-17,France,Financial,91251425,Aid package for Ukraine,Simulated
2025-04-18,UK,Military,14507198,Aid package for Ukraine,Simulated
2025-04-19,USA,Humanitarian,6016572,Aid package for Ukraine,Simulated
2025-04-20,USA,Humanitarian,91166233,Aid package for Ukraine,Simulated
2025-04-21,France,Financial,90726322,Aid package for Ukraine,Simulated
2025-04-22,Germany,Military,73366138,Aid package for Ukraine,Simulated
2025-04-23,France,Financial,86146488,Aid package for Ukraine,Simulated
2025-04-24,USA,Military,21075346,Aid package for Ukraine,Simulated
2025-04-25,UK,Military,33956681,Aid package for Ukraine,Simulated
2025-04-26,Germany,Financial,3911354,Aid package for Ukraine,Simulated
2025-04-27,Canada,Financial,52909412,Aid package for Ukraine,Simulated
2025-04-28,France,Military,96552764,Aid package for Ukraine,Simulated
2025-04-29,Canada,Military,77565581,Aid package for Ukraine,Simulated
2025-04-30,UK,Financial,9564528,Aid package for Ukraine,Simulated
2025-05-01,France,Financial,76058556,Aid package for Ukraine,Simulated
2025-05-02,Germany,Humanitarian,73961796,Aid package for Ukraine,Simulated
2025-05-03,USA,Humanitarian,34396594,Aid package for Ukraine,Simulated
2025-05-04,France,Financial,96048414,Aid package for Ukraine,Simulated
2025-05-05,USA,Military,54518310,Aid package for Ukraine,Simulated
2025-05-06,France,Humanitarian,64831777,Aid package for Ukraine,Simulated
