Date,Issuing Country,Sanction Type,Target Country,Description,Source
2024-06-18,EU,Financial,Russia,New sanctions imposed,Simulated
2024-06-19,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-06-20,USA,Trade,Russia,New sanctions imposed,Simulated
2024-06-21,EU,Financial,Russia,New sanctions imposed,Simulated
2024-06-22,USA,Financial,Russia,New sanctions imposed,Simulated
2024-06-23,UK,Trade,Russia,New sanctions imposed,Simulated
2024-06-24,USA,Financial,Russia,New sanctions imposed,Simulated
2024-06-25,UK,Financial,Russia,New sanctions imposed,Simulated
2024-06-26,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-06-27,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-06-28,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-06-29,USA,Trade,Russia,New sanctions imposed,Simulated
2024-06-30,UK,Trade,Russia,New sanctions imposed,Simulated
2024-07-01,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-02,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-03,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-04,USA,Financial,Russia,New sanctions imposed,Simulated
2024-07-05,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-06,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-07,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-08,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-09,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-10,USA,Trade,Russia,New sanctions imposed,Simulated
2024-07-11,UK,Financial,Russia,New sanctions imposed,Simulated
2024-07-12,UK,Trade,Russia,New sanctions imposed,Simulated
2024-07-13,USA,Financial,Russia,New sanctions imposed,Simulated
2024-07-14,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-15,UK,Trade,Russia,New sanctions imposed,Simulated
2024-07-16,USA,Financial,Russia,New sanctions imposed,Simulated
2024-07-17,USA,Financial,Russia,New sanctions imposed,Simulated
2024-07-18,UK,Financial,Russia,New sanctions imposed,Simulated
2024-07-19,USA,Trade,Russia,New sanctions imposed,Simulated
2024-07-20,USA,Financial,Russia,New sanctions imposed,Simulated
2024-07-21,EU,Trade,Russia,New sanctions imposed,Simulated
2024-07-22,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-23,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-24,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-25,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-26,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-07-27,UK,Trade,Russia,New sanctions imposed,Simulated
2024-07-28,UK,Financial,Russia,New sanctions imposed,Simulated
2024-07-29,EU,Financial,Russia,New sanctions imposed,Simulated
2024-07-30,USA,Trade,Russia,New sanctions imposed,Simulated
2024-07-31,EU,Trade,Russia,New sanctions imposed,Simulated
2024-08-01,USA,Financial,Russia,New sanctions imposed,Simulated
2024-08-02,UK,Financial,Russia,New sanctions imposed,Simulated
2024-08-03,UK,Trade,Russia,New sanctions imposed,Simulated
2024-08-04,EU,Trade,Russia,New sanctions imposed,Simulated
2024-08-05,UK,Trade,Russia,New sanctions imposed,Simulated
2024-08-06,UK,Trade,Russia,New sanctions imposed,Simulated
2024-08-07,USA,Trade,Russia,New sanctions imposed,Simulated
2024-08-08,USA,Financial,Russia,New sanctions imposed,Simulated
2024-08-09,USA,Financial,Russia,New sanctions imposed,Simulated
2024-08-10,UK,Financial,Russia,New sanctions imposed,Simulated
2024-08-11,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-08-12,USA,Trade,Russia,New sanctions imposed,Simulated
2024-08-13,UK,Financial,Russia,New sanctions imposed,Simulated
2024-08-14,USA,Financial,Russia,New sanctions imposed,Simulated
2024-08-15,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-08-16,EU,Financial,Russia,New sanctions imposed,Simulated
2024-08-17,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-08-18,EU,Financial,Russia,New sanctions imposed,Simulated
2024-08-19,UK,Financial,Russia,New sanctions imposed,Simulated
2024-08-20,UK,Financial,Russia,New sanctions imposed,Simulated
2024-08-21,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-08-22,UK,Trade,Russia,New sanctions imposed,Simulated
2024-08-23,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-08-24,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-08-25,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-08-26,EU,Trade,Russia,New sanctions imposed,Simulated
2024-08-27,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-08-28,EU,Trade,Russia,New sanctions imposed,Simulated
2024-08-29,EU,Trade,Russia,New sanctions imposed,Simulated
2024-08-30,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-08-31,UK,Financial,Russia,New sanctions imposed,Simulated
2024-09-01,USA,Trade,Russia,New sanctions imposed,Simulated
2024-09-02,UK,Financial,Russia,New sanctions imposed,Simulated
2024-09-03,EU,Trade,Russia,New sanctions imposed,Simulated
2024-09-04,EU,Financial,Russia,New sanctions imposed,Simulated
2024-09-05,EU,Trade,Russia,New sanctions imposed,Simulated
2024-09-06,EU,Financial,Russia,New sanctions imposed,Simulated
2024-09-07,USA,Financial,Russia,New sanctions imposed,Simulated
2024-09-08,USA,Trade,Russia,New sanctions imposed,Simulated
2024-09-09,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-09-10,USA,Trade,Russia,New sanctions imposed,Simulated
2024-09-11,EU,Trade,Russia,New sanctions imposed,Simulated
2024-09-12,UK,Financial,Russia,New sanctions imposed,Simulated
2024-09-13,USA,Trade,Russia,New sanctions imposed,Simulated
2024-09-14,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-09-15,EU,Financial,Russia,New sanctions imposed,Simulated
2024-09-16,EU,Trade,Russia,New sanctions imposed,Simulated
2024-09-17,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-09-18,USA,Trade,Russia,New sanctions imposed,Simulated
2024-09-19,USA,Financial,Russia,New sanctions imposed,Simulated
2024-09-20,USA,Financial,Russia,New sanctions imposed,Simulated
2024-09-21,EU,Trade,Russia,New sanctions imposed,Simulated
2024-09-22,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-09-23,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-09-24,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-09-25,UK,Trade,Russia,New sanctions imposed,Simulated
2024-09-26,EU,Financial,Russia,New sanctions imposed,Simulated
2024-09-27,USA,Trade,Russia,New sanctions imposed,Simulated
2024-09-28,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-09-29,USA,Financial,Russia,New sanctions imposed,Simulated
2024-09-30,UK,Financial,Russia,New sanctions imposed,Simulated
2024-10-01,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-10-02,USA,Trade,Russia,New sanctions imposed,Simulated
2024-10-03,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-10-04,UK,Financial,Russia,New sanctions imposed,Simulated
2024-10-05,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-10-06,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-10-07,UK,Trade,Russia,New sanctions imposed,Simulated
2024-10-08,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-10-09,USA,Financial,Russia,New sanctions imposed,Simulated
2024-10-10,EU,Financial,Russia,New sanctions imposed,Simulated
2024-10-11,UK,Trade,Russia,New sanctions imposed,Simulated
2024-10-12,UK,Trade,Russia,New sanctions imposed,Simulated
2024-10-13,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-10-14,USA,Trade,Russia,New sanctions imposed,Simulated
2024-10-15,UK,Financial,Russia,New sanctions imposed,Simulated
2024-10-16,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-10-17,EU,Financial,Russia,New sanctions imposed,Simulated
2024-10-18,USA,Trade,Russia,New sanctions imposed,Simulated
2024-10-19,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-10-20,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-10-21,EU,Trade,Russia,New sanctions imposed,Simulated
2024-10-22,UK,Financial,Russia,New sanctions imposed,Simulated
2024-10-23,EU,Trade,Russia,New sanctions imposed,Simulated
2024-10-24,USA,Financial,Russia,New sanctions imposed,Simulated
2024-10-25,USA,Financial,Russia,New sanctions imposed,Simulated
2024-10-26,EU,Trade,Russia,New sanctions imposed,Simulated
2024-10-27,UK,Financial,Russia,New sanctions imposed,Simulated
2024-10-28,USA,Financial,Russia,New sanctions imposed,Simulated
2024-10-29,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-10-30,USA,Trade,Russia,New sanctions imposed,Simulated
2024-10-31,EU,Financial,Russia,New sanctions imposed,Simulated
2024-11-01,EU,Trade,Russia,New sanctions imposed,Simulated
2024-11-02,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-11-03,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-11-04,EU,Financial,Russia,New sanctions imposed,Simulated
2024-11-05,USA,Financial,Russia,New sanctions imposed,Simulated
2024-11-06,USA,Financial,Russia,New sanctions imposed,Simulated
2024-11-07,USA,Trade,Russia,New sanctions imposed,Simulated
2024-11-08,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-11-09,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-11-10,EU,Trade,Russia,New sanctions imposed,Simulated
2024-11-11,UK,Financial,Russia,New sanctions imposed,Simulated
2024-11-12,USA,Financial,Russia,New sanctions imposed,Simulated
2024-11-13,EU,Trade,Russia,New sanctions imposed,Simulated
2024-11-14,USA,Financial,Russia,New sanctions imposed,Simulated
2024-11-15,EU,Financial,Russia,New sanctions imposed,Simulated
2024-11-16,EU,Trade,Russia,New sanctions imposed,Simulated
2024-11-17,EU,Financial,Russia,New sanctions imposed,Simulated
2024-11-18,USA,Financial,Russia,New sanctions imposed,Simulated
2024-11-19,USA,Trade,Russia,New sanctions imposed,Simulated
2024-11-20,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-11-21,UK,Financial,Russia,New sanctions imposed,Simulated
2024-11-22,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-11-23,EU,Trade,Russia,New sanctions imposed,Simulated
2024-11-24,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-11-25,EU,Financial,Russia,New sanctions imposed,Simulated
2024-11-26,USA,Trade,Russia,New sanctions imposed,Simulated
2024-11-27,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-11-28,USA,Trade,Russia,New sanctions imposed,Simulated
2024-11-29,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-11-30,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-12-01,USA,Trade,Russia,New sanctions imposed,Simulated
2024-12-02,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-12-03,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-12-04,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-12-05,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2024-12-06,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-12-07,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-12-08,USA,Trade,Russia,New sanctions imposed,Simulated
2024-12-09,USA,Financial,Russia,New sanctions imposed,Simulated
2024-12-10,USA,Financial,Russia,New sanctions imposed,Simulated
2024-12-11,USA,Financial,Russia,New sanctions imposed,Simulated
2024-12-12,USA,Financial,Russia,New sanctions imposed,Simulated
2024-12-13,UK,Trade,Russia,New sanctions imposed,Simulated
2024-12-14,EU,Trade,Russia,New sanctions imposed,Simulated
2024-12-15,UK,Trade,Russia,New sanctions imposed,Simulated
2024-12-16,EU,Trade,Russia,New sanctions imposed,Simulated
2024-12-17,UK,Trade,Russia,New sanctions imposed,Simulated
2024-12-18,EU,Financial,Russia,New sanctions imposed,Simulated
2024-12-19,USA,Financial,Russia,New sanctions imposed,Simulated
2024-12-20,USA,Trade,Russia,New sanctions imposed,Simulated
2024-12-21,EU,Trade,Russia,New sanctions imposed,Simulated
2024-12-22,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-12-23,EU,Financial,Russia,New sanctions imposed,Simulated
2024-12-24,EU,Trade,Russia,New sanctions imposed,Simulated
2024-12-25,UK,Financial,Russia,New sanctions imposed,Simulated
2024-12-26,UK,Financial,Russia,New sanctions imposed,Simulated
2024-12-27,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2024-12-28,USA,Trade,Russia,New sanctions imposed,Simulated
2024-12-29,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2024-12-30,EU,Trade,Russia,New sanctions imposed,Simulated
2024-12-31,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2025-01-01,USA,Trade,Russia,New sanctions imposed,Simulated
2025-01-02,USA,Trade,Russia,New sanctions imposed,Simulated
2025-01-03,EU,Financial,Russia,New sanctions imposed,Simulated
2025-01-04,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2025-01-05,EU,Trade,Russia,New sanctions imposed,Simulated
2025-01-06,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-01-07,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2025-01-08,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-01-09,EU,Financial,Russia,New sanctions imposed,Simulated
2025-01-10,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-01-11,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2025-01-12,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-01-13,UK,Financial,Russia,New sanctions imposed,Simulated
2025-01-14,EU,Financial,Russia,New sanctions imposed,Simulated
2025-01-15,UK,Financial,Russia,New sanctions imposed,Simulated
2025-01-16,UK,Trade,Russia,New sanctions imposed,Simulated
2025-01-17,UK,Trade,Russia,New sanctions imposed,Simulated
2025-01-18,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2025-01-19,UK,Trade,Russia,New sanctions imposed,Simulated
2025-01-20,EU,Financial,Russia,New sanctions imposed,Simulated
2025-01-21,USA,Financial,Russia,New sanctions imposed,Simulated
2025-01-22,UK,Financial,Russia,New sanctions imposed,Simulated
2025-01-23,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-01-24,USA,Financial,Russia,New sanctions imposed,Simulated
2025-01-25,EU,Financial,Russia,New sanctions imposed,Simulated
2025-01-26,UK,Financial,Russia,New sanctions imposed,Simulated
2025-01-27,UK,Trade,Russia,New sanctions imposed,Simulated
2025-01-28,USA,Financial,Russia,New sanctions imposed,Simulated
2025-01-29,USA,Trade,Russia,New sanctions imposed,Simulated
2025-01-30,EU,Trade,Russia,New sanctions imposed,Simulated
2025-01-31,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-02-01,UK,Trade,Russia,New sanctions imposed,Simulated
2025-02-02,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2025-02-03,UK,Trade,Russia,New sanctions imposed,Simulated
2025-02-04,EU,Financial,Russia,New sanctions imposed,Simulated
2025-02-05,USA,Financial,Russia,New sanctions imposed,Simulated
2025-02-06,USA,Trade,Russia,New sanctions imposed,Simulated
2025-02-07,USA,Financial,Russia,New sanctions imposed,Simulated
2025-02-08,UK,Financial,Russia,New sanctions imposed,Simulated
2025-02-09,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-02-10,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-02-11,EU,Trade,Russia,New sanctions imposed,Simulated
2025-02-12,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2025-02-13,USA,Trade,Russia,New sanctions imposed,Simulated
2025-02-14,USA,Financial,Russia,New sanctions imposed,Simulated
2025-02-15,UK,Financial,Russia,New sanctions imposed,Simulated
2025-02-16,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2025-02-17,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2025-02-18,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2025-02-19,EU,Financial,Russia,New sanctions imposed,Simulated
2025-02-20,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2025-02-21,EU,Trade,Russia,New sanctions imposed,Simulated
2025-02-22,EU,Financial,Russia,New sanctions imposed,Simulated
2025-02-23,UK,Financial,Russia,New sanctions imposed,Simulated
2025-02-24,UK,Trade,Russia,New sanctions imposed,Simulated
2025-02-25,USA,Trade,Russia,New sanctions imposed,Simulated
2025-02-26,UK,Trade,Russia,New sanctions imposed,Simulated
2025-02-27,USA,Trade,Russia,New sanctions imposed,Simulated
2025-02-28,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2025-03-01,USA,Trade,Russia,New sanctions imposed,Simulated
2025-03-02,EU,Financial,Russia,New sanctions imposed,Simulated
2025-03-03,EU,Trade,Russia,New sanctions imposed,Simulated
2025-03-04,USA,Financial,Russia,New sanctions imposed,Simulated
2025-03-05,UK,Trade,Russia,New sanctions imposed,Simulated
2025-03-06,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-03-07,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2025-03-08,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-03-09,EU,Trade,Russia,New sanctions imposed,Simulated
2025-03-10,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-03-11,UK,Financial,Russia,New sanctions imposed,Simulated
2025-03-12,UK,Financial,Russia,New sanctions imposed,Simulated
2025-03-13,USA,Financial,Russia,New sanctions imposed,Simulated
2025-03-14,UK,Financial,Russia,New sanctions imposed,Simulated
2025-03-15,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-03-16,EU,Trade,Russia,New sanctions imposed,Simulated
2025-03-17,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2025-03-18,EU,Trade,Russia,New sanctions imposed,Simulated
2025-03-19,EU,Trade,Russia,New sanctions imposed,Simulated
2025-03-20,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2025-03-21,UK,Trade,Russia,New sanctions imposed,Simulated
2025-03-22,USA,Trade,Russia,New sanctions imposed,Simulated
2025-03-23,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2025-03-24,EU,Financial,Russia,New sanctions imposed,Simulated
2025-03-25,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2025-03-26,USA,Financial,Russia,New sanctions imposed,Simulated
2025-03-27,UK,Financial,Russia,New sanctions imposed,Simulated
2025-03-28,USA,Financial,Russia,New sanctions imposed,Simulated
2025-03-29,UK,Financial,Russia,New sanctions imposed,Simulated
2025-03-30,UK,Trade,Russia,New sanctions imposed,Simulated
2025-03-31,EU,Trade,Russia,New sanctions imposed,Simulated
2025-04-01,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2025-04-02,EU,Financial,Russia,New sanctions imposed,Simulated
2025-04-03,UK,Financial,Russia,New sanctions imposed,Simulated
2025-04-04,USA,Financial,Russia,New sanctions imposed,Simulated
2025-04-05,UK,Financial,Russia,New sanctions imposed,Simulated
2025-04-06,USA,Trade,Russia,New sanctions imposed,Simulated
2025-04-07,UK,Financial,Russia,New sanctions imposed,Simulated
2025-04-08,USA,Trade,Russia,New sanctions imposed,Simulated
2025-04-09,USA,Trade,Russia,New sanctions imposed,Simulated
2025-04-10,UK,Financial,Russia,New sanctions imposed,Simulated
2025-04-11,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2025-04-12,USA,Financial,Russia,New sanctions imposed,Simulated
2025-04-13,USA,Trade,Russia,New sanctions imposed,Simulated
2025-04-14,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2025-04-15,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2025-04-16,UK,Financial,Russia,New sanctions imposed,Simulated
2025-04-17,UK,Financial,Russia,New sanctions imposed,Simulated
2025-04-18,USA,Trade,Russia,New sanctions imposed,Simulated
2025-04-19,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-04-20,EU,Trade,Russia,New sanctions imposed,Simulated
2025-04-21,USA,Travel Ban,Russia,New sanctions imposed,Simulated
2025-04-22,UK,Financial,Russia,New sanctions imposed,Simulated
2025-04-23,USA,Financial,Russia,New sanctions imposed,Simulated
2025-04-24,EU,Financial,Russia,New sanctions imposed,Simulated
2025-04-25,USA,Financial,Russia,New sanctions imposed,Simulated
2025-04-26,EU,Trade,Russia,New sanctions imposed,Simulated
2025-04-27,UK,Trade,Russia,New sanctions imposed,Simulated
2025-04-28,UK,Travel Ban,Russia,New sanctions imposed,Simulated
2025-04-29,EU,Trade,Russia,New sanctions imposed,Simulated
2025-04-30,USA,Trade,Russia,New sanctions imposed,Simulated
2025-05-01,EU,Travel Ban,Russia,New sanctions imposed,Simulated
2025-05-02,EU,Trade,Russia,New sanctions imposed,Simulated
2025-05-03,UK,Financial,Russia,New sanctions imposed,Simulated
2025-05-04,UK,Trade,Russia,New sanctions imposed,Simulated
2025-05-05,EU,Financial,Russia,New sanctions imposed,Simulated
2025-05-06,USA,Financial,Russia,New sanctions imposed,Simulated
