Date,Host Country,Refugees In,Refugees Out,Internally Displaced Persons (IDPs),Source
2023-10-01,Romania,974,145,1383,Simulated
2023-10-01,Moldova,184,74,8109,Simulated
2023-10-02,Poland,300,233,3357,Simulated
2023-10-02,Germany,116,32,2424,Simulated
2023-10-02,Romania,345,456,2718,Simulated
2023-10-02,Moldova,741,241,8089,Simulated
2023-10-03,Poland,301,152,6245,Simulated
2023-10-03,Germany,606,65,3460,Simulated
2023-10-03,Romania,720,443,6287,Simulated
2023-10-03,Moldova,755,267,8969,Simulated
2023-10-04,Poland,986,233,6608,Simulated
2023-10-04,Germany,657,483,5315,Simulated
2023-10-04,Romania,398,287,9757,Simulated
2023-10-04,Moldova,900,466,1427,Simulated
2023-10-05,Poland,228,231,6740,Simulated
2023-10-05,Germany,556,226,9419,Simulated
2023-10-05,Romania,292,436,1569,Simulated
2023-10-05,Moldova,584,367,9687,Simulated
2023-10-06,Poland,822,436,9764,Simulated
2023-10-06,Germany,875,337,6201,Simulated
2023-10-06,Romania,551,180,6726,Simulated
2023-10-06,Moldova,520,7,5220,Simulated
2023-10-07,Poland,788,165,5897,Simulated
2023-10-07,Germany,692,302,1078,Simulated
2023-10-07,Romania,593,21,4398,Simulated
2023-10-07,Moldova,665,471,2929,Simulated
2023-10-08,Poland,426,228,7911,Simulated
2023-10-08,Germany,308,429,3880,Simulated
2023-10-08,Romania,751,98,9516,Simulated
2023-10-08,Moldova,960,262,4618,Simulated
2023-10-09,Poland,844,491,3901,Simulated
2023-10-09,Germany,523,210,3658,Simulated
2023-10-09,Romania,835,15,984,Simulated
2023-10-09,Moldova,537,340,8725,Simulated
2023-10-10,Poland,273,72,4096,Simulated
2023-10-10,Germany,626,120,5171,Simulated
2023-10-10,Romania,513,102,9166,Simulated
2023-10-10,Moldova,887,341,9316,Simulated
2023-10-11,Poland,587,140,9554,Simulated
2023-10-11,Germany,822,371,4976,Simulated
2023-10-11,Romania,195,363,5705,Simulated
2023-10-11,Moldova,465,134,2238,Simulated
2023-10-12,Poland,261,418,9853,Simulated
2023-10-12,Germany,847,219,8452,Simulated
2023-10-12,Romania,709,165,6528,Simulated
2023-10-12,Moldova,554,315,7505,Simulated
2023-10-13,Poland,145,427,1626,Simulated
2023-10-13,Germany,652,119,8651,Simulated
2023-10-13,Romania,425,482,3334,Simulated
2023-10-13,Moldova,433,146,7579,Simulated
2023-10-14,Poland,639,146,9961,Simulated
2023-10-14,Germany,243,203,4041,Simulated
2023-10-14,Romania,415,106,9025,Simulated
2023-10-14,Moldova,791,169,7353,Simulated
2023-10-15,Poland,730,327,8489,Simulated
2023-10-15,Germany,837,57,1225,Simulated
2023-10-15,Romania,654,378,3458,Simulated
2023-10-15,Moldova,920,481,4007,Simulated
2023-10-16,Poland,441,279,7489,Simulated
2023-10-16,Germany,466,137,3776,Simulated
2023-10-16,Romania,889,39,5667,Simulated
2023-10-16,Moldova,472,205,3699,Simulated
2023-10-17,Poland,441,229,4024,Simulated
2023-10-17,Germany,631,336,1358,Simulated
2023-10-17,Romania,985,469,4715,Simulated
2023-10-17,Moldova,741,350,9016,Simulated
2023-10-18,Poland,588,354,8740,Simulated
2023-10-18,Germany,530,26,9353,Simulated
2023-10-18,Romania,873,74,8596,Simulated
2023-10-18,Moldova,629,129,414,Simulated
2023-10-19,Poland,218,137,6801,Simulated
2023-10-19,Germany,831,243,6080,Simulated
2023-10-19,Romania,380,138,7491,Simulated
2023-10-19,Moldova,878,485,4185,Simulated
2023-10-20,Poland,412,119,7579,Simulated
2023-10-20,Germany,949,411,2799,Simulated
2023-10-20,Romania,204,1,6408,Simulated
2023-10-20,Moldova,719,408,1966,Simulated
2023-10-21,Poland,900,0,360,Simulated
2023-10-21,Germany,980,149,7107,Simulated
2023-10-21,Romania,836,153,5363,Simulated
2023-10-21,Moldova,731,65,1018,Simulated
2023-10-22,Poland,431,59,1026,Simulated
2023-10-22,Germany,963,395,1464,Simulated
2023-10-22,Romania,550,147,3898,Simulated
2023-10-22,Moldova,965,476,7401,Simulated
2023-10-23,Poland,658,56,437,Simulated
2023-10-23,Germany,464,211,7154,Simulated
2023-10-23,Romania,852,147,1322,Simulated
2023-10-23,Moldova,141,426,959,Simulated
2023-10-24,Poland,621,262,6696,Simulated
2023-10-24,Germany,215,373,7861,Simulated
2023-10-24,Romania,838,37,671,Simulated
2023-10-24,Moldova,287,432,3899,Simulated
2023-10-25,Poland,189,455,8814,Simulated
2023-10-25,Germany,238,232,7324,Simulated
2023-10-25,Romania,759,3,917,Simulated
2023-10-25,Moldova,967,336,1515,Simulated
2023-10-26,Poland,740,208,1828,Simulated
2023-10-26,Germany,247,379,5922,Simulated
2023-10-26,Romania,622,88,4314,Simulated
2023-10-26,Moldova,992,137,5578,Simulated
2023-10-27,Poland,622,202,6745,Simulated
2023-10-27,Germany,893,300,8449,Simulated
2023-10-27,Romania,694,122,1276,Simulated
2023-10-27,Moldova,497,183,5417,Simulated
2023-10-28,Poland,337,156,5567,Simulated
2023-10-28,Germany,631,436,1762,Simulated
2023-10-28,Romania,545,488,2083,Simulated
2023-10-28,Moldova,927,293,8435,Simulated
2023-10-29,Poland,435,370,3709,Simulated
2023-10-29,Germany,877,342,7371,Simulated
2023-10-29,Romania,239,87,6135,Simulated
2023-10-29,Moldova,354,140,122,Simulated
2023-10-30,Poland,410,381,9969,Simulated
2023-10-30,Germany,559,365,946,Simulated
2023-10-30,Romania,367,379,1817,Simulated
2023-10-30,Moldova,488,220,6437,Simulated
2023-10-31,Poland,584,67,8990,Simulated
2023-10-31,Germany,179,360,4597,Simulated
2023-10-31,Romania,307,394,5390,Simulated
2023-10-31,Moldova,245,428,6417,Simulated
2023-11-01,Poland,436,65,846,Simulated
2023-11-01,Germany,772,233,3411,Simulated
2023-11-01,Romania,843,284,4642,Simulated
2023-11-01,Moldova,265,123,3163,Simulated
2023-11-02,Poland,943,320,9677,Simulated
2023-11-02,Germany,238,81,7840,Simulated
2023-11-02,Romania,442,116,7536,Simulated
2023-11-02,Moldova,321,480,4496,Simulated
2023-11-03,Poland,431,281,6396,Simulated
2023-11-03,Germany,304,474,3054,Simulated
2023-11-03,Romania,353,38,6277,Simulated
2023-11-03,Moldova,831,66,725,Simulated
2023-11-04,Poland,767,496,8955,Simulated
2023-11-04,Germany,552,174,9376,Simulated
2023-11-04,Romania,212,497,4419,Simulated
2023-11-04,Moldova,812,167,2821,Simulated
2023-11-05,Poland,159,208,3558,Simulated
2023-11-05,Germany,536,77,2886,Simulated
2023-11-05,Romania,963,77,4870,Simulated
2023-11-05,Moldova,465,134,3927,Simulated
2023-11-06,Poland,402,79,5192,Simulated
2023-11-06,Germany,142,449,1171,Simulated
2023-11-06,Romania,871,273,7244,Simulated
2023-11-06,Moldova,376,221,2514,Simulated
2023-11-07,Poland,648,16,3585,Simulated
2023-11-07,Germany,341,31,5588,Simulated
2023-11-07,Romania,564,139,3735,Simulated
2023-11-07,Moldova,688,69,1518,Simulated
2023-11-08,Poland,594,475,6898,Simulated
2023-11-08,Germany,895,314,3590,Simulated
2023-11-08,Romania,749,117,4051,Simulated
2023-11-08,Moldova,576,290,3158,Simulated
2023-11-09,Poland,589,284,1116,Simulated
2023-11-09,Germany,442,245,3406,Simulated
2023-11-09,Romania,242,269,7708,Simulated
2023-11-09,Moldova,416,144,4429,Simulated
2023-11-10,Poland,679,154,7282,Simulated
2023-11-10,Germany,556,309,232,Simulated
2023-11-10,Romania,195,431,6442,Simulated
2023-11-10,Moldova,752,35,9270,Simulated
2023-11-11,Poland,328,373,4388,Simulated
2023-11-11,Germany,131,131,8665,Simulated
2023-11-11,Romania,453,299,307,Simulated
2023-11-11,Moldova,198,433,9530,Simulated
2023-11-12,Poland,367,204,4436,Simulated
2023-11-12,Germany,356,155,7913,Simulated
2023-11-12,Romania,463,487,9475,Simulated
2023-11-12,Moldova,207,336,2438,Simulated
2023-11-13,Poland,303,101,5979,Simulated
2023-11-13,Germany,978,163,6486,Simulated
2023-11-13,Romania,557,477,4156,Simulated
2023-11-13,Moldova,942,265,8440,Simulated
2023-11-14,Poland,412,271,6058,Simulated
2023-11-14,Germany,457,102,2874,Simulated
2023-11-14,Romania,658,130,5597,Simulated
2023-11-14,Moldova,676,247,3778,Simulated
2023-11-15,Poland,594,368,33,Simulated
2023-11-15,Germany,848,60,2944,Simulated
2023-11-15,Romania,948,329,1936,Simulated
2023-11-15,Moldova,285,106,2542,Simulated
2023-11-16,Poland,550,311,6910,Simulated
2023-11-16,Germany,401,100,8032,Simulated
2023-11-16,Romania,997,188,319,Simulated
2023-11-16,Moldova,534,476,7870,Simulated
2023-11-17,Poland,568,364,5598,Simulated
2023-11-17,Germany,675,207,129,Simulated
2023-11-17,Romania,116,254,1347,Simulated
2023-11-17,Moldova,804,39,9032,Simulated
2023-11-18,Poland,199,473,6009,Simulated
2023-11-18,Germany,376,92,2418,Simulated
2023-11-18,Romania,200,58,4307,Simulated
2023-11-18,Moldova,353,13,9106,Simulated
2023-11-19,Poland,331,180,4749,Simulated
2023-11-19,Germany,792,50,8617,Simulated
2023-11-19,Romania,591,426,6093,Simulated
2023-11-19,Moldova,305,491,5989,Simulated
2023-11-20,Poland,730,196,3415,Simulated
2023-11-20,Germany,193,389,902,Simulated
2023-11-20,Romania,298,76,2557,Simulated
2023-11-20,Moldova,812,166,5285,Simulated
2023-11-21,Poland,927,260,2606,Simulated
2023-11-21,Germany,277,332,2619,Simulated
2023-11-21,Romania,268,134,3317,Simulated
2023-11-21,Moldova,474,385,170,Simulated
2023-11-22,Poland,656,104,9362,Simulated
2023-11-22,Germany,909,249,8311,Simulated
2023-11-22,Romania,802,1,6458,Simulated
2023-11-22,Moldova,157,293,4018,Simulated
2023-11-23,Poland,340,329,7468,Simulated
2023-11-23,Germany,665,95,3190,Simulated
2023-11-23,Romania,143,391,9451,Simulated
2023-11-23,Moldova,303,312,3892,Simulated
2023-11-24,Poland,452,101,4078,Simulated
2023-11-24,Germany,643,366,7372,Simulated
2023-11-24,Romania,368,472,2400,Simulated
2023-11-24,Moldova,352,422,465,Simulated
2023-11-25,Poland,758,155,1331,Simulated
2023-11-25,Germany,719,494,5792,Simulated
2023-11-25,Romania,132,33,6043,Simulated
2023-11-25,Moldova,549,346,2075,Simulated
2023-11-26,Poland,819,14,1157,Simulated
2023-11-26,Germany,607,157,8765,Simulated
2023-11-26,Romania,171,19,1513,Simulated
2023-11-26,Moldova,343,243,6291,Simulated
2023-11-27,Poland,899,161,7473,Simulated
2023-11-27,Germany,411,61,8967,Simulated
2023-11-27,Romania,938,415,1947,Simulated
2023-11-27,Moldova,574,62,2047,Simulated
2023-11-28,Poland,233,364,1774,Simulated
2023-11-28,Germany,364,118,3227,Simulated
2023-11-28,Romania,372,443,2055,Simulated
2023-11-28,Moldova,882,165,5041,Simulated
2023-11-29,Poland,319,300,6186,Simulated
2023-11-29,Germany,662,83,8063,Simulated
2023-11-29,Romania,619,120,2363,Simulated
2023-11-29,Moldova,591,179,401,Simulated
2023-11-30,Poland,965,376,991,Simulated
2023-11-30,Germany,514,354,9823,Simulated
2023-11-30,Romania,375,323,9597,Simulated
2023-11-30,Moldova,376,387,6037,Simulated
2023-12-01,Poland,604,171,472,Simulated
2023-12-01,Germany,572,434,2649,Simulated
2023-12-01,Romania,627,396,1509,Simulated
2023-12-01,Moldova,353,137,3429,Simulated
2023-12-02,Poland,258,35,1810,Simulated
2023-12-02,Germany,903,308,1520,Simulated
2023-12-02,Romania,488,406,7682,Simulated
2023-12-02,Moldova,892,435,6240,Simulated
2023-12-03,Poland,612,350,8798,Simulated
2023-12-03,Germany,333,353,4724,Simulated
2023-12-03,Romania,766,435,4095,Simulated
2023-12-03,Moldova,710,114,1378,Simulated
2023-12-04,Poland,412,29,2052,Simulated
2023-12-04,Germany,756,310,7941,Simulated
2023-12-04,Romania,649,484,169,Simulated
2023-12-04,Moldova,329,278,7314,Simulated
2023-12-05,Poland,153,313,4551,Simulated
2023-12-05,Germany,966,470,6809,Simulated
2023-12-05,Romania,423,284,7995,Simulated
2023-12-05,Moldova,810,120,9854,Simulated
2023-12-06,Poland,951,79,58,Simulated
2023-12-06,Germany,349,192,3912,Simulated
2023-12-06,Romania,363,105,1878,Simulated
2023-12-06,Moldova,888,227,1631,Simulated
2023-12-07,Poland,733,48,8192,Simulated
2023-12-07,Germany,857,271,1200,Simulated
2023-12-07,Romania,203,353,824,Simulated
2023-12-07,Moldova,509,95,5345,Simulated
2023-12-08,Poland,285,240,6802,Simulated
2023-12-08,Germany,966,4,9653,Simulated
2023-12-08,Romania,190,268,9788,Simulated
2023-12-08,Moldova,835,215,5291,Simulated
2023-12-09,Poland,772,396,9959,Simulated
2023-12-09,Germany,532,141,8251,Simulated
2023-12-09,Romania,477,464,1466,Simulated
2023-12-09,Moldova,767,480,7836,Simulated
2023-12-10,Poland,536,467,2305,Simulated
2023-12-10,Germany,281,397,9958,Simulated
2023-12-10,Romania,209,52,9211,Simulated
2023-12-10,Moldova,570,352,7591,Simulated
2023-12-11,Poland,286,62,7922,Simulated
2023-12-11,Germany,988,266,9424,Simulated
2023-12-11,Romania,885,370,9251,Simulated
2023-12-11,Moldova,452,326,6847,Simulated
2023-12-12,Poland,494,273,1755,Simulated
2023-12-12,Germany,261,387,3150,Simulated
2023-12-12,Romania,898,303,4545,Simulated
2023-12-12,Moldova,921,25,677,Simulated
2023-12-13,Poland,677,457,6218,Simulated
2023-12-13,Germany,992,71,7003,Simulated
2023-12-13,Romania,505,348,7352,Simulated
2023-12-13,Moldova,389,311,1951,Simulated
2023-12-14,Poland,638,243,3875,Simulated
2023-12-14,Germany,448,498,6519,Simulated
2023-12-14,Romania,960,473,9405,Simulated
2023-12-14,Moldova,927,312,4442,Simulated
2023-12-15,Poland,571,94,9298,Simulated
2023-12-15,Germany,234,493,7326,Simulated
2023-12-15,Romania,593,372,6856,Simulated
2023-12-15,Moldova,241,18,9510,Simulated
2023-12-16,Poland,816,351,6123,Simulated
2023-12-16,Germany,923,366,1165,Simulated
2023-12-16,Romania,510,428,4698,Simulated
2023-12-16,Moldova,299,177,5864,Simulated
2023-12-17,Poland,927,69,4405,Simulated
2023-12-17,Germany,192,174,6819,Simulated
2023-12-17,Romania,463,301,2579,Simulated
2023-12-17,Moldova,591,311,3074,Simulated
2023-12-18,Poland,565,1,661,Simulated
2023-12-18,Germany,512,99,3344,Simulated
2023-12-18,Romania,688,468,8305,Simulated
2023-12-18,Moldova,328,155,2954,Simulated
2023-12-19,Poland,959,17,2811,Simulated
2023-12-19,Germany,702,180,6586,Simulated
2023-12-19,Romania,385,335,7137,Simulated
2023-12-19,Moldova,727,251,854,Simulated
2023-12-20,Poland,412,122,6548,Simulated
2023-12-20,Germany,516,272,9939,Simulated
2023-12-20,Romania,277,129,3968,Simulated
2023-12-20,Moldova,378,20,6432,Simulated
2023-12-21,Poland,580,257,7872,Simulated
2023-12-21,Germany,452,461,7826,Simulated
2023-12-21,Romania,418,449,8169,Simulated
2023-12-21,Moldova,719,483,2213,Simulated
2023-12-22,Poland,670,402,2068,Simulated
2023-12-22,Germany,918,72,7646,Simulated
2023-12-22,Romania,759,44,8246,Simulated
2023-12-22,Moldova,540,60,6486,Simulated
2023-12-23,Poland,534,16,3329,Simulated
2023-12-23,Germany,560,266,8414,Simulated
2023-12-23,Romania,294,205,436,Simulated
2023-12-23,Moldova,572,54,417,Simulated
2023-12-24,Poland,962,86,5617,Simulated
2023-12-24,Germany,476,144,6817,Simulated
2023-12-24,Romania,970,130,9680,Simulated
2023-12-24,Moldova,427,188,9534,Simulated
2023-12-25,Poland,329,16,1687,Simulated
2023-12-25,Germany,186,210,2841,Simulated
2023-12-25,Romania,419,6,2595,Simulated
2023-12-25,Moldova,452,486,9846,Simulated
2023-12-26,Poland,705,424,9468,Simulated
2023-12-26,Germany,575,79,1906,Simulated
2023-12-26,Romania,684,149,7288,Simulated
2023-12-26,Moldova,748,301,3606,Simulated
2023-12-27,Poland,279,199,1714,Simulated
2023-12-27,Germany,222,321,2600,Simulated
2023-12-27,Romania,281,140,8443,Simulated
2023-12-27,Moldova,728,2,5203,Simulated
2023-12-28,Poland,385,472,7618,Simulated
2023-12-28,Germany,485,106,6797,Simulated
2023-12-28,Romania,379,32,7931,Simulated
2023-12-28,Moldova,584,342,9308,Simulated
2023-12-29,Poland,902,98,9581,Simulated
2023-12-29,Germany,472,301,5195,Simulated
2023-12-29,Romania,795,57,6657,Simulated
2023-12-29,Moldova,565,394,5835,Simulated
2023-12-30,Poland,943,336,9684,Simulated
2023-12-30,Germany,313,152,1215,Simulated
2023-12-30,Romania,890,230,7823,Simulated
2023-12-30,Moldova,249,328,7371,Simulated
2023-12-31,Poland,885,95,5112,Simulated
2023-12-31,Germany,981,397,9186,Simulated
2023-12-31,Romania,219,66,6792,Simulated
2023-12-31,Moldova,484,304,5181,Simulated
2024-01-01,Poland,168,405,8538,Simulated
2024-01-01,Germany,274,301,8355,Simulated
2024-01-01,Romania,202,388,8778,Simulated
2024-01-01,Moldova,818,57,6505,Simulated
2024-01-02,Poland,389,179,6015,Simulated
2024-01-02,Germany,125,157,8894,Simulated
2024-01-02,Romania,805,212,3973,Simulated
2024-01-02,Moldova,773,71,3427,Simulated
2024-01-03,Poland,460,350,4008,Simulated
2024-01-03,Germany,685,380,5438,Simulated
2024-01-03,Romania,362,72,2536,Simulated
2024-01-03,Moldova,578,276,2653,Simulated
2024-01-04,Poland,375,374,1501,Simulated
2024-01-04,Germany,967,326,752,Simulated
2024-01-04,Romania,574,57,9715,Simulated
2024-01-04,Moldova,462,243,7266,Simulated
2024-01-05,Poland,196,217,7225,Simulated
2024-01-05,Germany,204,158,7911,Simulated
2024-01-05,Romania,752,225,4056,Simulated
2024-01-05,Moldova,266,358,7369,Simulated
2024-01-06,Poland,195,304,5309,Simulated
2024-01-06,Germany,402,381,6228,Simulated
2024-01-06,Romania,715,483,7970,Simulated
2024-01-06,Moldova,399,496,2882,Simulated
2024-01-07,Poland,638,153,6480,Simulated
2024-01-07,Germany,266,155,7226,Simulated
2024-01-07,Romania,858,105,9099,Simulated
2024-01-07,Moldova,774,230,8020,Simulated
2024-01-08,Poland,905,251,2192,Simulated
2024-01-08,Germany,193,363,8258,Simulated
2024-01-08,Romania,415,373,6346,Simulated
2024-01-08,Moldova,165,371,6493,Simulated
2024-01-09,Poland,651,356,816,Simulated
2024-01-09,Germany,821,329,3049,Simulated
2024-01-09,Romania,837,54,7883,Simulated
2024-01-09,Moldova,457,92,8854,Simulated
2024-01-10,Poland,294,133,9325,Simulated
2024-01-10,Germany,854,138,2530,Simulated
2024-01-10,Romania,677,215,5781,Simulated
2024-01-10,Moldova,219,327,9331,Simulated
2024-01-11,Poland,686,468,8887,Simulated
2024-01-11,Germany,960,363,7275,Simulated
2024-01-11,Romania,775,133,3858,Simulated
2024-01-11,Moldova,891,478,3101,Simulated
2024-01-12,Poland,608,287,8761,Simulated
2024-01-12,Germany,784,88,1619,Simulated
2024-01-12,Romania,208,271,8637,Simulated
2024-01-12,Moldova,854,434,1383,Simulated
2024-01-13,Poland,368,469,5405,Simulated
2024-01-13,Germany,402,412,3386,Simulated
2024-01-13,Romania,425,62,2896,Simulated
2024-01-13,Moldova,728,257,2522,Simulated
2024-01-14,Poland,915,129,7697,Simulated
2024-01-14,Germany,605,409,8465,Simulated
2024-01-14,Romania,351,119,7687,Simulated
2024-01-14,Moldova,720,291,144,Simulated
2024-01-15,Poland,513,445,9055,Simulated
2024-01-15,Germany,968,100,7906,Simulated
2024-01-15,Romania,736,296,2784,Simulated
2024-01-15,Moldova,402,286,1832,Simulated
2024-01-16,Poland,205,299,5504,Simulated
2024-01-16,Germany,508,129,5335,Simulated
2024-01-16,Romania,787,252,5274,Simulated
2024-01-16,Moldova,169,37,6482,Simulated
2024-01-17,Poland,478,404,2216,Simulated
2024-01-17,Germany,563,423,2035,Simulated
2024-01-17,Romania,342,224,6222,Simulated
2024-01-17,Moldova,958,239,4726,Simulated
2024-01-18,Poland,801,6,4113,Simulated
2024-01-18,Germany,348,479,6535,Simulated
2024-01-18,Romania,727,99,6855,Simulated
2024-01-18,Moldova,718,61,8725,Simulated
2024-01-19,Poland,795,367,5934,Simulated
2024-01-19,Germany,543,427,9186,Simulated
2024-01-19,Romania,426,484,1987,Simulated
2024-01-19,Moldova,465,258,967,Simulated
2024-01-20,Poland,136,11,9538,Simulated
2024-01-20,Germany,959,170,7839,Simulated
2024-01-20,Romania,467,151,5853,Simulated
2024-01-20,Moldova,711,3,2629,Simulated
2024-01-21,Poland,173,110,2598,Simulated
2024-01-21,Germany,628,30,6148,Simulated
2024-01-21,Romania,128,351,5061,Simulated
2024-01-21,Moldova,815,295,8339,Simulated
2024-01-22,Poland,166,474,996,Simulated
2024-01-22,Germany,873,12,7908,Simulated
2024-01-22,Romania,656,31,1478,Simulated
2024-01-22,Moldova,756,404,9636,Simulated
2024-01-23,Poland,644,249,5860,Simulated
2024-01-23,Germany,537,348,8573,Simulated
2024-01-23,Romania,358,15,217,Simulated
2024-01-23,Moldova,220,251,7549,Simulated
2024-01-24,Poland,876,200,3015,Simulated
2024-01-24,Germany,542,37,3327,Simulated
2024-01-24,Romania,337,117,6560,Simulated
2024-01-24,Moldova,795,195,8424,Simulated
2024-01-25,Poland,294,63,8310,Simulated
2024-01-25,Germany,531,82,5237,Simulated
2024-01-25,Romania,192,115,2371,Simulated
2024-01-25,Moldova,514,317,7555,Simulated
2024-01-26,Poland,189,45,6386,Simulated
2024-01-26,Germany,321,368,974,Simulated
2024-01-26,Romania,885,245,804,Simulated
2024-01-26,Moldova,434,289,7770,Simulated
2024-01-27,Poland,133,182,4799,Simulated
2024-01-27,Germany,303,422,1739,Simulated
2024-01-27,Romania,589,162,4042,Simulated
2024-01-27,Moldova,329,58,2055,Simulated
2024-01-28,Poland,707,184,5464,Simulated
2024-01-28,Germany,102,110,100,Simulated
2024-01-28,Romania,315,428,5394,Simulated
2024-01-28,Moldova,796,211,3688,Simulated
2024-01-29,Poland,580,297,2642,Simulated
2024-01-29,Germany,126,380,269,Simulated
2024-01-29,Romania,947,210,4326,Simulated
2024-01-29,Moldova,488,81,8476,Simulated
2024-01-30,Poland,902,427,8512,Simulated
2024-01-30,Germany,704,260,8831,Simulated
2024-01-30,Romania,182,314,1157,Simulated
2024-01-30,Moldova,177,469,9416,Simulated
2024-01-31,Poland,569,134,3403,Simulated
2024-01-31,Germany,274,164,6423,Simulated
2024-01-31,Romania,760,362,5490,Simulated
2024-01-31,Moldova,521,301,8813,Simulated
2024-02-01,Poland,281,220,7713,Simulated
2024-02-01,Germany,301,90,2814,Simulated
2024-02-01,Romania,359,373,6459,Simulated
2024-02-01,Moldova,112,11,5582,Simulated
2024-02-02,Poland,144,12,8132,Simulated
2024-02-02,Germany,697,493,7499,Simulated
2024-02-02,Romania,514,256,7310,Simulated
2024-02-02,Moldova,630,111,9564,Simulated
2024-02-03,Poland,456,208,2425,Simulated
2024-02-03,Germany,668,190,2307,Simulated
2024-02-03,Romania,699,104,5208,Simulated
2024-02-03,Moldova,395,393,8832,Simulated
2024-02-04,Poland,323,385,9738,Simulated
2024-02-04,Germany,154,413,2996,Simulated
2024-02-04,Romania,612,233,8948,Simulated
2024-02-04,Moldova,997,191,5551,Simulated
2024-02-05,Poland,404,286,3800,Simulated
2024-02-05,Germany,181,195,3613,Simulated
2024-02-05,Romania,661,394,9770,Simulated
2024-02-05,Moldova,831,322,4037,Simulated
2024-02-06,Poland,759,242,4733,Simulated
2024-02-06,Germany,570,397,9926,Simulated
2024-02-06,Romania,621,343,3988,Simulated
2024-02-06,Moldova,724,202,7806,Simulated
2024-02-07,Poland,273,300,8323,Simulated
2024-02-07,Germany,588,174,4560,Simulated
2024-02-07,Romania,548,420,5613,Simulated
2024-02-07,Moldova,271,352,9438,Simulated
2024-02-08,Poland,329,238,3362,Simulated
2024-02-08,Germany,432,474,5243,Simulated
2024-02-08,Romania,627,110,9188,Simulated
2024-02-08,Moldova,803,25,8303,Simulated
2024-02-09,Poland,217,237,2252,Simulated
2024-02-09,Germany,873,405,9975,Simulated
2024-02-09,Romania,525,452,6761,Simulated
2024-02-09,Moldova,522,30,4523,Simulated
2024-02-10,Poland,193,30,7581,Simulated
2024-02-10,Germany,314,288,77,Simulated
2024-02-10,Romania,799,87,1937,Simulated
2024-02-10,Moldova,255,231,1918,Simulated
2024-02-11,Poland,898,254,2613,Simulated
2024-02-11,Germany,293,282,9572,Simulated
2024-02-11,Romania,173,376,8920,Simulated
2024-02-11,Moldova,228,413,3416,Simulated
2024-02-12,Poland,535,127,4900,Simulated
2024-02-12,Germany,296,300,5601,Simulated
2024-02-12,Romania,385,151,4968,Simulated
2024-02-12,Moldova,429,96,4249,Simulated
2024-02-13,Poland,715,424,6332,Simulated
2024-02-13,Germany,363,168,5488,Simulated
2024-02-13,Romania,832,64,3366,Simulated
2024-02-13,Moldova,276,98,7470,Simulated
2024-02-14,Poland,936,0,6284,Simulated
2024-02-14,Germany,858,322,7006,Simulated
2024-02-14,Romania,147,428,5512,Simulated
2024-02-14,Moldova,778,476,4447,Simulated
2024-02-15,Poland,786,156,3264,Simulated
2024-02-15,Germany,500,370,6196,Simulated
2024-02-15,Romania,237,198,1607,Simulated
2024-02-15,Moldova,514,426,7939,Simulated
2024-02-16,Poland,241,169,5131,Simulated
2024-02-16,Germany,727,411,9815,Simulated
2024-02-16,Romania,401,420,2378,Simulated
2024-02-16,Moldova,210,1,8379,Simulated
2024-02-17,Poland,840,18,7232,Simulated
2024-02-17,Germany,413,314,7876,Simulated
2024-02-17,Romania,136,483,1775,Simulated
2024-02-17,Moldova,849,76,1825,Simulated
2024-02-18,Poland,429,347,3087,Simulated
2024-02-18,Germany,855,212,3821,Simulated
2024-02-18,Romania,861,303,1669,Simulated
2024-02-18,Moldova,390,376,6345,Simulated
2024-02-19,Poland,632,310,4786,Simulated
2024-02-19,Germany,599,42,5415,Simulated
2024-02-19,Romania,419,192,4045,Simulated
2024-02-19,Moldova,744,285,528,Simulated
2024-02-20,Poland,161,337,7510,Simulated
2024-02-20,Germany,796,328,5143,Simulated
2024-02-20,Romania,674,433,9353,Simulated
2024-02-20,Moldova,464,338,4858,Simulated
2024-02-21,Poland,222,44,7834,Simulated
2024-02-21,Germany,927,344,1180,Simulated
2024-02-21,Romania,758,15,4624,Simulated
2024-02-21,Moldova,449,414,5890,Simulated
2024-02-22,Poland,240,467,7839,Simulated
2024-02-22,Germany,174,198,4601,Simulated
2024-02-22,Romania,273,70,8823,Simulated
2024-02-22,Moldova,954,321,8763,Simulated
2024-02-23,Poland,150,209,3407,Simulated
2024-02-23,Germany,966,26,797,Simulated
2024-02-23,Romania,287,326,7254,Simulated
2024-02-23,Moldova,945,215,8688,Simulated
2024-02-24,Poland,324,273,4246,Simulated
2024-02-24,Germany,741,250,3047,Simulated
2024-02-24,Romania,750,37,5577,Simulated
2024-02-24,Moldova,180,489,4678,Simulated
2024-02-25,Poland,291,13,8111,Simulated
2024-02-25,Germany,547,160,9521,Simulated
2024-02-25,Romania,260,344,9566,Simulated
2024-02-25,Moldova,550,41,8353,Simulated
2024-02-26,Poland,872,148,1936,Simulated
2024-02-26,Germany,575,477,3220,Simulated
2024-02-26,Romania,885,208,1152,Simulated
2024-02-26,Moldova,459,225,4187,Simulated
2024-02-27,Poland,967,478,9018,Simulated
2024-02-27,Germany,959,387,4204,Simulated
2024-02-27,Romania,266,9,406,Simulated
2024-02-27,Moldova,942,415,7006,Simulated
2024-02-28,Poland,797,342,1755,Simulated
2024-02-28,Germany,981,179,7810,Simulated
2024-02-28,Romania,666,459,6267,Simulated
2024-02-28,Moldova,681,262,4752,Simulated
